Read new prefs: /home/juan/.config/blender/2.76/config/userpref.blend
read blend: /home/juan/Documents/William/William.blend
Dependency cycle detected:
  Plane.001 depends on Cube.001 through Cloth Collision.
  Cube.001 depends on Plane.001 through Field Collision.

Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:0 Mem:103.91M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:0 Mem:111.42M (0.00M, Peak 371.19M) | Time:00:00.29 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:0 Mem:113.71M (0.00M, Peak 371.19M) | Time:00:00.30 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.01 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.30 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.32 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.35 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Objects Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Camera Volume
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Film
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Integrator
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Baking
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:53.89 | Remaining:01:10.91 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 3/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:54.90 | Remaining:01:10.37 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 11/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:55.91 | Remaining:01:09.80 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 19/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:56.96 | Remaining:01:09.27 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 27/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:58.06 | Remaining:01:08.56 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 36/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:01:59.14 | Remaining:01:07.81 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 45/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:00.18 | Remaining:01:07.46 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 52/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:01.25 | Remaining:01:06.90 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 60/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:02.32 | Remaining:01:06.32 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 68/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:03.35 | Remaining:01:05.47 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 77/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:04.43 | Remaining:01:04.44 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 87/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:05.46 | Remaining:01:03.59 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 96/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:05.98 | Remaining:01:03.26 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:05.98 | Remaining:01:03.26 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:06.58 | Remaining:01:02.81 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 5/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:07.59 | Remaining:01:02.12 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 13/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:08.62 | Remaining:01:01.45 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 21/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:09.66 | Remaining:01:00.77 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 29/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:10.71 | Remaining:01:00.09 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 37/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:11.83 | Remaining:00:59.27 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 46/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:12.85 | Remaining:00:58.75 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 53/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:14.01 | Remaining:00:58.14 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 61/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:15.04 | Remaining:00:57.59 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 68/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:16.16 | Remaining:00:56.93 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 76/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:17.23 | Remaining:00:56.21 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 84/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:18.24 | Remaining:00:55.44 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 92/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:19.28 | Remaining:00:54.88 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 99/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:19.45 | Remaining:00:54.80 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:19.45 | Remaining:00:54.81 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:20.31 | Remaining:00:53.92 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 8/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:21.33 | Remaining:00:52.77 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 18/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:22.36 | Remaining:00:51.63 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 28/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:23.38 | Remaining:00:50.50 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 38/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:24.40 | Remaining:00:49.36 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 48/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:25.49 | Remaining:00:48.44 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 57/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:26.55 | Remaining:00:47.49 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 66/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:27.58 | Remaining:00:46.54 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 75/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:28.63 | Remaining:00:45.42 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 85/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:29.73 | Remaining:00:44.33 | Mem:110.36M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 95/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:30.32 | Remaining:00:43.80 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:30.32 | Remaining:00:43.80 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:30.74 | Remaining:00:38.93 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 32/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:31.58 | Remaining:00:29.62 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:31.58 | Remaining:00:29.62 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:31.74 | Remaining:00:28.24 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 11/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:32.75 | Remaining:00:20.32 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 79/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:33.01 | Remaining:00:18.06 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:33.01 | Remaining:00:18.06 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:33.76 | Remaining:00:12.31 | Mem:108.91M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 57/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:34.42 | Remaining:00:08.33 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:34.42 | Remaining:00:08.33 | Mem:108.85M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 0/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:34.77 | Remaining:00:05.44 | Mem:108.85M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 33/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:35.55 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 100/100
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:35.55 | Mem:108.67M, Peak:110.92M | Scene, RenderLayer | Finished
Fra:114 Mem:375.94M (0.00M, Peak 548.32M) | Time:02:35.58 | Sce: Scene Ve:0 Fa:0 La:0
Saved: /home/juan/Documents/William/0114.png
 Time: 02:35.77 (Saving: 00:00.18)

Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.57 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.58 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:115 Mem:401.20M (0.00M, Peak 548.32M) | Time:01:00.58 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.48 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.48 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.48 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.61 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.62 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.62 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.62 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.64 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.64 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.64 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.67 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.68 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.69 | Mem:24.21M, Peak:24.21M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.70 | Mem:24.21M, Peak:24.21M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.71 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:01.71 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.02 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Building BVH 32%, duplicates 0%
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.23 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.27 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.33 | Mem:54.36M, Peak:54.36M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.34 | Mem:105.76M, Peak:105.76M | Scene, RenderLayer | Updating Objects Flags
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.34 | Mem:105.76M, Peak:105.76M | Scene, RenderLayer | Updating Images
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.34 | Mem:105.76M, Peak:105.76M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.36 | Mem:108.40M, Peak:108.40M | Scene, RenderLayer | Updating Camera Volume
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.36 | Mem:108.40M, Peak:108.40M | Scene, RenderLayer | Updating Hair Systems
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.36 | Mem:108.40M, Peak:108.40M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.36 | Mem:108.40M, Peak:108.40M | Scene, RenderLayer | Updating Lookup Tables
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.36 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Lights
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Particle Systems
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Film
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.65M, Peak:108.65M | Scene, RenderLayer | Updating Integrator
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.67M, Peak:108.67M | Scene, RenderLayer | Updating Lookup Tables
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.67M, Peak:108.67M | Scene, RenderLayer | Updating Baking
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.67M, Peak:108.67M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:108.67M, Peak:108.67M | Scene, RenderLayer | Path Tracing Tile 0/12, Sample 0/100
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:02.37 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 0/100
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:03.46 | Remaining:03:34.40 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 11/100
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:04.49 | Remaining:02:49.43 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 21/100
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:05.53 | Remaining:02:32.73 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 31/100
Fra:115 Mem:376.48M (0.00M, Peak 548.85M) | Time:01:06.56 | Remaining:02:23.81 | Mem:110.92M, Peak:110.92M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 41/100
